"State","District","Crop","Year","Season","Area","Area Units","Production","Production Units","Yield"
"Assam","LAKHIMPUR","Peas & beans (Pulses)","2003-04","Rabi","375.0","Hectare","156.0","Tonnes","0.416"
"Assam","MARIGAON","Peas & beans (Pulses)","2001-02","Rabi","400.0","Hectare","400.0","Tonnes","1.0"
"Assam","MARIGAON","Peas & beans (Pulses)","2002-03","Rabi","600.0","Hectare","600.0","Tonnes","1.0"
"Assam","MARIGAON","Peas & beans (Pulses)","2003-04","Rabi","700.0","Hectare","700.0","Tonnes","1.0"
"Assam","NAGAON","Peas & beans (Pulses)","2001-02","Rabi","4164.0","Hectare","1352.0","Tonnes","0.32468780019212296"
"Assam","NAGAON","Peas & beans (Pulses)","2002-03","Rabi","4164.0","Hectare","1352.0","Tonnes","0.32468780019212296"
"Assam","NAGAON","Peas & beans (Pulses)","2003-04","Rabi","3644.0","Hectare","1182.0","Tonnes","0.3243688254665203"
"Assam","NALBARI","Peas & beans (Pulses)","2001-02","Rabi","2800.0","Hectare","2184.0","Tonnes","0.78"
"Assam","NALBARI","Peas & beans (Pulses)","2002-03","Rabi","2400.0","Hectare","1872.0","Tonnes","0.78"
"Assam","NALBARI","Peas & beans (Pulses)","2003-04","Rabi","2420.0","Hectare","1888.0","Tonnes","0.7801652892561983"
"Assam","SIVASAGAR","Peas & beans (Pulses)","2001-02","Rabi","265.0","Hectare","153.0","Tonnes","0.5773584905660377"
"Assam","SIVASAGAR","Peas & beans (Pulses)","2002-03","Rabi","297.0","Hectare","167.0","Tonnes","0.5622895622895623"
"Assam","SIVASAGAR","Peas & beans (Pulses)","2003-04","Rabi","281.0","Hectare","149.0","Tonnes","0.5302491103202847"
"Assam","SONITPUR","Peas & beans (Pulses)","2001-02","Rabi","2546.0","Hectare","1314.0","Tonnes","0.5161036920659858"
"Assam","SONITPUR","Peas & beans (Pulses)","2002-03","Rabi","1919.0","Hectare","1007.0","Tonnes","0.5247524752475248"
"Assam","SONITPUR","Peas & beans (Pulses)","2003-04","Rabi","2334.0","Hectare","1219.0","Tonnes","0.5222793487574978"
"Assam","TINSUKIA","Peas & beans (Pulses)","2001-02","Rabi","585.0","Hectare","239.0","Tonnes","0.40854700854700854"
"Assam","TINSUKIA","Peas & beans (Pulses)","2002-03","Rabi","595.0","Hectare","243.0","Tonnes","0.4084033613445378"
"Assam","TINSUKIA","Peas & beans (Pulses)","2003-04","Rabi","662.0","Hectare","271.0","Tonnes","0.4093655589123867"
"Assam","BARPETA","Potato","2001-02","Whole Year","10805.0","Hectare","94244.0","Tonnes","8.722258213789912"
"Assam","BARPETA","Potato","2002-03","Whole Year","8750.0","Hectare","73993.0","Tonnes","8.456342857142857"
"Assam","BARPETA","Potato","2003-04","Whole Year","9520.0","Hectare","83065.0","Tonnes","8.72531512605042"
"Assam","BONGAIGAON","Potato","2001-02","Whole Year","3093.0","Hectare","35886.0","Tonnes","11.602327837051407"
"Assam","BONGAIGAON","Potato","2002-03","Whole Year","3337.0","Hectare","41324.0","Tonnes","12.383578064129457"
"Assam","BONGAIGAON","Potato","2003-04","Whole Year","3322.0","Hectare","21423.0","Tonnes","6.448826008428657"
"Assam","CACHAR","Potato","2001-02","Whole Year","1680.0","Hectare","6868.0","Tonnes","4.088095238095238"
"Assam","CACHAR","Potato","2002-03","Whole Year","1696.0","Hectare","8558.0","Tonnes","5.0459905660377355"
"Assam","CACHAR","Potato","2003-04","Whole Year","1715.0","Hectare","7714.0","Tonnes","4.497959183673469"
"Assam","DARRANG","Potato","2001-02","Whole Year","8769.0","Hectare","60969.0","Tonnes","6.952788231269244"
"Assam","DARRANG","Potato","2002-03","Whole Year","8500.0","Hectare","52357.0","Tonnes","6.15964705882353"
"Assam","DARRANG","Potato","2003-04","Whole Year","9586.0","Hectare","59982.0","Tonnes","6.2572501564781975"
"Assam","DHEMAJI","Potato","2001-02","Whole Year","2740.0","Hectare","11257.0","Tonnes","4.108394160583941"
"Assam","DHEMAJI","Potato","2002-03","Whole Year","2985.0","Hectare","13030.0","Tonnes","4.365159128978225"
"Assam","DHEMAJI","Potato","2003-04","Whole Year","4355.0","Hectare","20651.0","Tonnes","4.7419058553386915"
"Assam","DHUBRI","Potato","2001-02","Whole Year","5685.0","Hectare","54617.0","Tonnes","9.60721196130167"
"Assam","DHUBRI","Potato","2002-03","Whole Year","5410.0","Hectare","48386.0","Tonnes","8.943807763401109"
"Assam","DHUBRI","Potato","2003-04","Whole Year","5140.0","Hectare","45250.0","Tonnes","8.803501945525293"
"Assam","DIBRUGARH","Potato","2001-02","Whole Year","2567.0","Hectare","19211.0","Tonnes","7.4838332684067"
"Assam","DIBRUGARH","Potato","2002-03","Whole Year","2570.0","Hectare","17309.0","Tonnes","6.735019455252918"
"Assam","DIBRUGARH","Potato","2003-04","Whole Year","2500.0","Hectare","13055.0","Tonnes","5.222"
"Assam","DIMA HASAO","Potato","2001-02","Whole Year","230.0","Hectare","1783.0","Tonnes","7.752173913043478"
"Assam","DIMA HASAO","Potato","2002-03","Whole Year","250.0","Hectare","1954.0","Tonnes","7.816"
"Assam","DIMA HASAO","Potato","2003-04","Whole Year","260.0","Hectare","1813.0","Tonnes","6.973076923076923"
"Assam","GOALPARA","Potato","2001-02","Whole Year","950.0","Hectare","6453.0","Tonnes","6.792631578947368"
"Assam","GOALPARA","Potato","2002-03","Whole Year","870.0","Hectare","7011.0","Tonnes","8.058620689655172"
"Assam","GOALPARA","Potato","2003-04","Whole Year","875.0","Hectare","7610.0","Tonnes","8.697142857142858"
"Assam","GOLAGHAT","Potato","2001-02","Whole Year","1650.0","Hectare","11740.0","Tonnes","7.115151515151515"
"Assam","GOLAGHAT","Potato","2002-03","Whole Year","1600.0","Hectare","14740.0","Tonnes","9.2125"
"Assam","GOLAGHAT","Potato","2003-04","Whole Year","1615.0","Hectare","12535.0","Tonnes","7.761609907120743"
"Assam","HAILAKANDI","Potato","2001-02","Whole Year","1000.0","Hectare","4569.0","Tonnes","4.569"
"Assam","HAILAKANDI","Potato","2002-03","Whole Year","1000.0","Hectare","5620.0","Tonnes","5.62"
"Assam","HAILAKANDI","Potato","2003-04","Whole Year","1050.0","Hectare","4341.0","Tonnes","4.134285714285714"
"Assam","JORHAT","Potato","2001-02","Whole Year","3294.0","Hectare","23326.0","Tonnes","7.081360048573163"
"Assam","JORHAT","Potato","2002-03","Whole Year","1440.0","Hectare","8587.0","Tonnes","5.9631944444444445"
"Assam","JORHAT","Potato","2003-04","Whole Year","1495.0","Hectare","8550.0","Tonnes","5.719063545150502"
"Assam","KAMRUP","Potato","2001-02","Whole Year","7559.0","Hectare","50456.0","Tonnes","6.674957004894828"
"Assam","KAMRUP","Potato","2002-03","Whole Year","7534.0","Hectare","49528.0","Tonnes","6.573931510485798"
"Assam","KAMRUP","Potato","2003-04","Whole Year","7157.0","Hectare","66596.0","Tonnes","9.305016068184994"
"Assam","KARBI ANGLONG","Potato","2001-02","Whole Year","829.0","Hectare","7289.0","Tonnes","8.792521109770808"
"Assam","KARBI ANGLONG","Potato","2002-03","Whole Year","832.0","Hectare","8031.0","Tonnes","9.65264423076923"
"Assam","KARBI ANGLONG","Potato","2003-04","Whole Year","770.0","Hectare","4482.0","Tonnes","5.820779220779221"
"Assam","KARIMGANJ","Potato","2001-02","Whole Year","2050.0","Hectare","10838.0","Tonnes","5.286829268292683"
"Assam","KARIMGANJ","Potato","2002-03","Whole Year","1687.0","Hectare","6672.0","Tonnes","3.954949614700652"
"Assam","KARIMGANJ","Potato","2003-04","Whole Year","1827.0","Hectare","6745.0","Tonnes","3.6918445539135196"
"Assam","KOKRAJHAR","Potato","2001-02","Whole Year","2675.0","Hectare","32315.0","Tonnes","12.0803738317757"
"Assam","KOKRAJHAR","Potato","2002-03","Whole Year","2725.0","Hectare","34105.0","Tonnes","12.51559633027523"
"Assam","KOKRAJHAR","Potato","2003-04","Whole Year","2672.0","Hectare","28335.0","Tonnes","10.60441616766467"
"Assam","LAKHIMPUR","Potato","2001-02","Whole Year","3813.0","Hectare","21996.0","Tonnes","5.768686073957514"
"Assam","LAKHIMPUR","Potato","2002-03","Whole Year","3807.0","Hectare","25414.0","Tonnes","6.675597583399002"
"Assam","LAKHIMPUR","Potato","2003-04","Whole Year","3920.0","Hectare","20702.0","Tonnes","5.281122448979592"
"Assam","MARIGAON","Potato","2001-02","Whole Year","723.0","Hectare","4561.0","Tonnes","6.308437067773167"
"Assam","MARIGAON","Potato","2002-03","Whole Year","700.0","Hectare","3053.0","Tonnes","4.361428571428571"
"Assam","MARIGAON","Potato","2003-04","Whole Year","650.0","Hectare","3666.0","Tonnes","5.64"
"Assam","NAGAON","Potato","2001-02","Whole Year","6074.0","Hectare","58879.0","Tonnes","9.693612117220942"
"Assam","NAGAON","Potato","2002-03","Whole Year","5845.0","Hectare","65311.0","Tonnes","11.17382378100941"
"Assam","NAGAON","Potato","2003-04","Whole Year","5663.0","Hectare","42018.0","Tonnes","7.4197421861204305"
"Assam","NALBARI","Potato","2001-02","Whole Year","3800.0","Hectare","28986.0","Tonnes","7.627894736842105"
"Assam","NALBARI","Potato","2002-03","Whole Year","3790.0","Hectare","27459.0","Tonnes","7.245118733509234"
"Assam","NALBARI","Potato","2003-04","Whole Year","4050.0","Hectare","25944.0","Tonnes","6.405925925925926"
"Assam","SIVASAGAR","Potato","2001-02","Whole Year","1104.0","Hectare","7325.0","Tonnes","6.634963768115942"
"Assam","SIVASAGAR","Potato","2002-03","Whole Year","1210.0","Hectare","8086.0","Tonnes","6.682644628099173"
"Assam","SIVASAGAR","Potato","2003-04","Whole Year","958.0","Hectare","5056.0","Tonnes","5.277661795407098"
"Assam","SONITPUR","Potato","2001-02","Whole Year","6361.0","Hectare","50229.0","Tonnes","7.896399937116805"
"Assam","SONITPUR","Potato","2002-03","Whole Year","6368.0","Hectare","45348.0","Tonnes","7.1212311557788945"
"Assam","SONITPUR","Potato","2003-04","Whole Year","6254.0","Hectare","41357.0","Tonnes","6.612887751838823"
"Assam","TINSUKIA","Potato","2001-02","Whole Year","2605.0","Hectare","16774.0","Tonnes","6.43915547024952"
"Assam","TINSUKIA","Potato","2002-03","Whole Year","2580.0","Hectare","24040.0","Tonnes","9.317829457364342"
"Assam","TINSUKIA","Potato","2003-04","Whole Year","2540.0","Hectare","12180.0","Tonnes","4.7952755905511815"
"Assam","BARPETA","Rapeseed &Mustard","2001-02","Rabi","24045.0","Hectare","7862.0","Tonnes","0.32697026408816804"
"Assam","BARPETA","Rapeseed &Mustard","2002-03","Rabi","24040.0","Hectare","12861.0","Tonnes","0.5349833610648919"
"Assam","BARPETA","Rapeseed &Mustard","2003-04","Rabi","28740.0","Hectare","17948.0","Tonnes","0.6244954766875435"
"Assam","BONGAIGAON","Rapeseed &Mustard","2001-02","Rabi","15360.0","Hectare","9794.0","Tonnes","0.6376302083333333"
"Assam","BONGAIGAON","Rapeseed &Mustard","2002-03","Rabi","13987.0","Hectare","8441.0","Tonnes","0.6034889540287409"
"Assam","BONGAIGAON","Rapeseed &Mustard","2003-04","Rabi","13300.0","Hectare","7054.0","Tonnes","0.5303759398496241"
"Assam","CACHAR","Rapeseed &Mustard","2001-02","Rabi","1620.0","Hectare","750.0","Tonnes","0.46296296296296297"
"Assam","CACHAR","Rapeseed &Mustard","2002-03","Rabi","1600.0","Hectare","654.0","Tonnes","0.40875"
"Assam","CACHAR","Rapeseed &Mustard","2003-04","Rabi","1675.0","Hectare","1446.0","Tonnes","0.8632835820895522"
"Assam","DARRANG","Rapeseed &Mustard","2001-02","Rabi","24700.0","Hectare","11623.0","Tonnes","0.4705668016194332"
"Assam","DARRANG","Rapeseed &Mustard","2002-03","Rabi","23175.0","Hectare","9385.0","Tonnes","0.40496224379719525"
"Assam","DARRANG","Rapeseed &Mustard","2003-04","Rabi","26550.0","Hectare","11732.0","Tonnes","0.4418832391713748"
"Assam","DHEMAJI","Rapeseed &Mustard","2001-02","Rabi","9960.0","Hectare","4711.0","Tonnes","0.47299196787148595"
"Assam","DHEMAJI","Rapeseed &Mustard","2002-03","Rabi","10045.0","Hectare","3694.0","Tonnes","0.3677451468392235"
"Assam","DHEMAJI","Rapeseed &Mustard","2003-04","Rabi","10410.0","Hectare","3420.0","Tonnes","0.3285302593659942"
"Assam","DHUBRI","Rapeseed &Mustard","2001-02","Rabi","12010.0","Hectare","6162.0","Tonnes","0.5130724396336387"
"Assam","DHUBRI","Rapeseed &Mustard","2002-03","Rabi","10197.0","Hectare","4732.0","Tonnes","0.464058056291066"
"Assam","DHUBRI","Rapeseed &Mustard","2003-04","Rabi","10335.0","Hectare","7460.0","Tonnes","0.7218190614417029"
"Assam","DIBRUGARH","Rapeseed &Mustard","2001-02","Rabi","12476.0","Hectare","6338.0","Tonnes","0.508015389547932"
"Assam","DIBRUGARH","Rapeseed &Mustard","2002-03","Rabi","12071.0","Hectare","5480.0","Tonnes","0.45398061469637974"
"Assam","DIBRUGARH","Rapeseed &Mustard","2003-04","Rabi","11075.0","Hectare","7154.0","Tonnes","0.645959367945824"
"Assam","DIMA HASAO","Rapeseed &Mustard","2001-02","Rabi","2327.0","Hectare","742.0","Tonnes","0.3188654920498496"
"Assam","DIMA HASAO","Rapeseed &Mustard","2002-03","Rabi","2328.0","Hectare","801.0","Tonnes","0.3440721649484536"
"Assam","DIMA HASAO","Rapeseed &Mustard","2003-04","Rabi","2333.0","Hectare","1041.0","Tonnes","0.44620660094299186"
"Assam","GOALPARA","Rapeseed &Mustard","2001-02","Rabi","3100.0","Hectare","1271.0","Tonnes","0.41"
"Assam","GOALPARA","Rapeseed &Mustard","2002-03","Rabi","3100.0","Hectare","1159.0","Tonnes","0.3738709677419355"
"Assam","GOALPARA","Rapeseed &Mustard","2003-04","Rabi","3150.0","Hectare","1786.0","Tonnes","0.566984126984127"
"Assam","GOLAGHAT","Rapeseed &Mustard","2001-02","Rabi","7720.0","Hectare","3918.0","Tonnes","0.5075129533678756"
"Assam","GOLAGHAT","Rapeseed &Mustard","2002-03","Rabi","7728.0","Hectare","4137.0","Tonnes","0.5353260869565217"
"Assam","GOLAGHAT","Rapeseed &Mustard","2003-04","Rabi","3036.0","Hectare","2144.0","Tonnes","0.7061923583662714"
"Assam","HAILAKANDI","Rapeseed &Mustard","2001-02","Rabi","800.0","Hectare","345.0","Tonnes","0.43125"
"Assam","HAILAKANDI","Rapeseed &Mustard","2002-03","Rabi","900.0","Hectare","417.0","Tonnes","0.4633333333333333"
"Assam","HAILAKANDI","Rapeseed &Mustard","2003-04","Rabi","1000.0","Hectare","458.0","Tonnes","0.458"
"Assam","JORHAT","Rapeseed &Mustard","2001-02","Rabi","10136.0","Hectare","5882.0","Tonnes","0.5803078137332282"
"Assam","JORHAT","Rapeseed &Mustard","2002-03","Rabi","8790.0","Hectare","6166.0","Tonnes","0.7014789533560865"
"Assam","JORHAT","Rapeseed &Mustard","2003-04","Rabi","8098.0","Hectare","3231.0","Tonnes","0.39898740429735735"
"Assam","KAMRUP","Rapeseed &Mustard","2001-02","Rabi","17176.0","Hectare","8937.0","Tonnes","0.5203190498369819"
"Assam","KAMRUP","Rapeseed &Mustard","2002-03","Rabi","16869.0","Hectare","10676.0","Tonnes","0.6328768747406486"
"Assam","KAMRUP","Rapeseed &Mustard","2003-04","Rabi","16971.0","Hectare","11365.0","Tonnes","0.6696717930587472"
"Assam","KARBI ANGLONG","Rapeseed &Mustard","2001-02","Rabi","17163.0","Hectare","11135.0","Tonnes","0.6487793509293247"
"Assam","KARBI ANGLONG","Rapeseed &Mustard","2002-03","Rabi","17183.0","Hectare","8633.0","Tonnes","0.5024151777920037"
"Assam","KARBI ANGLONG","Rapeseed &Mustard","2003-04","Rabi","16902.0","Hectare","6941.0","Tonnes","0.41066146018222693"
"Assam","KARIMGANJ","Rapeseed &Mustard","2001-02","Rabi","230.0","Hectare","91.0","Tonnes","0.39565217391304347"
"Assam","KARIMGANJ","Rapeseed &Mustard","2002-03","Rabi","240.0","Hectare","80.0","Tonnes","0.3333333333333333"
"Assam","KARIMGANJ","Rapeseed &Mustard","2003-04","Rabi","260.0","Hectare","85.0","Tonnes","0.3269230769230769"
"Assam","KOKRAJHAR","Rapeseed &Mustard","2001-02","Rabi","18000.0","Hectare","9257.0","Tonnes","0.5142777777777777"
"Assam","KOKRAJHAR","Rapeseed &Mustard","2002-03","Rabi","18600.0","Hectare","9561.0","Tonnes","0.5140322580645161"
"Assam","KOKRAJHAR","Rapeseed &Mustard","2003-04","Rabi","17900.0","Hectare","9178.0","Tonnes","0.5127374301675978"
"Assam","LAKHIMPUR","Rapeseed &Mustard","2001-02","Rabi","16747.0","Hectare","5021.0","Tonnes","0.299814892219502"
"Assam","LAKHIMPUR","Rapeseed &Mustard","2002-03","Rabi","15973.0","Hectare","5018.0","Tonnes","0.3141551367933388"
"Assam","LAKHIMPUR","Rapeseed &Mustard","2003-04","Rabi","16405.0","Hectare","7053.0","Tonnes","0.42992989942090826"
"Assam","MARIGAON","Rapeseed &Mustard","2001-02","Rabi","4820.0","Hectare","1697.0","Tonnes","0.3520746887966805"
"Assam","MARIGAON","Rapeseed &Mustard","2002-03","Rabi","5000.0","Hectare","1965.0","Tonnes","0.393"
"Assam","MARIGAON","Rapeseed &Mustard","2003-04","Rabi","6000.0","Hectare","2004.0","Tonnes","0.334"
"Assam","NAGAON","Rapeseed &Mustard","2001-02","Rabi","28758.0","Hectare","13287.0","Tonnes","0.4620279574379303"
"Assam","NAGAON","Rapeseed &Mustard","2002-03","Rabi","28808.0","Hectare","13774.0","Tonnes","0.4781310747014718"
"Assam","NAGAON","Rapeseed &Mustard","2003-04","Rabi","27873.0","Hectare","14263.0","Tonnes","0.5117138449395472"
"Assam","NALBARI","Rapeseed &Mustard","2001-02","Rabi","10850.0","Hectare","7042.0","Tonnes","0.6490322580645161"
"Assam","NALBARI","Rapeseed &Mustard","2002-03","Rabi","10700.0","Hectare","5810.0","Tonnes","0.5429906542056074"
"Assam","NALBARI","Rapeseed &Mustard","2003-04","Rabi","11210.0","Hectare","6715.0","Tonnes","0.5990187332738626"
"Assam","SIVASAGAR","Rapeseed &Mustard","2001-02","Rabi","1864.0","Hectare","787.0","Tonnes","0.42221030042918456"
"Assam","SIVASAGAR","Rapeseed &Mustard","2002-03","Rabi","1695.0","Hectare","867.0","Tonnes","0.511504424778761"
"Assam","SIVASAGAR","Rapeseed &Mustard","2003-04","Rabi","1047.0","Hectare","439.0","Tonnes","0.4192932187201528"
"Assam","SONITPUR","Rapeseed &Mustard","2001-02","Rabi","24307.0","Hectare","16878.0","Tonnes","0.6943678775661332"
"Assam","SONITPUR","Rapeseed &Mustard","2002-03","Rabi","20407.0","Hectare","11988.0","Tonnes","0.5874454843926104"
"Assam","SONITPUR","Rapeseed &Mustard","2003-04","Rabi","20785.0","Hectare","11424.0","Tonnes","0.5496271349530911"
"Assam","TINSUKIA","Rapeseed &Mustard","2001-02","Rabi","8154.0","Hectare","3526.0","Tonnes","0.4324258032867304"
"Assam","TINSUKIA","Rapeseed &Mustard","2002-03","Rabi","7873.0","Hectare","3485.0","Tonnes","0.4426521021211736"
"Assam","TINSUKIA","Rapeseed &Mustard","2003-04","Rabi","9048.0","Hectare","3955.0","Tonnes","0.4371131741821397"
"Assam","BARPETA","Rice","2001-02","Autumn","56482.0","Hectare","40845.0","Tonnes","0.7231507382883042"
"Assam","BARPETA","Rice","2001-02","Summer","18510.0","Hectare","39355.0","Tonnes","2.126148028092923"
"Assam","BARPETA","Rice","2001-02","Winter","97500.0","Hectare","119034.0","Tonnes","1.2208615384615384"
"Assam","BARPETA","Rice","2002-03","Autumn","63725.0","Hectare","38265.0","Tonnes","0.6004707728520988"
"Assam","BARPETA","Rice","2002-03","Summer","16000.0","Hectare","35031.0","Tonnes","2.1894375"
"Assam","BARPETA","Rice","2002-03","Winter","99500.0","Hectare","111714.0","Tonnes","1.122753768844221"
"Assam","BARPETA","Rice","2003-04","Autumn","58500.0","Hectare","41992.0","Tonnes","0.7178119658119658"
"Assam","BARPETA","Rice","2003-04","Summer","17400.0","Hectare","37888.0","Tonnes","2.1774712643678162"
"Assam","BARPETA","Rice","2003-04","Winter","99750.0","Hectare","128640.0","Tonnes","1.289624060150376"
"Assam","BONGAIGAON","Rice","2001-02","Autumn","33306.0","Hectare","30266.0","Tonnes","0.9087251546267939"
"Assam","BONGAIGAON","Rice","2001-02","Summer","9967.0","Hectare","16462.0","Tonnes","1.6516504464733621"
"Assam","BONGAIGAON","Rice","2001-02","Winter","57795.0","Hectare","66814.0","Tonnes","1.1560515615537676"
"Assam","BONGAIGAON","Rice","2002-03","Autumn","33750.0","Hectare","29871.0","Tonnes","0.8850666666666667"
"Assam","BONGAIGAON","Rice","2002-03","Summer","9527.0","Hectare","14838.0","Tonnes","1.5574682481368742"
"Assam","BONGAIGAON","Rice","2002-03","Winter","59640.0","Hectare","78756.0","Tonnes","1.3205231388329979"
"Assam","BONGAIGAON","Rice","2003-04","Autumn","34213.0","Hectare","32358.0","Tonnes","0.9457808435390056"
"Assam","BONGAIGAON","Rice","2003-04","Summer","9569.0","Hectare","12546.0","Tonnes","1.3111087887971575"
"Assam","BONGAIGAON","Rice","2003-04","Winter","58844.0","Hectare","74327.0","Tonnes","1.263119434436816"
"Assam","CACHAR","Rice","2001-02","Autumn","9000.0","Hectare","18819.0","Tonnes","2.091"
"Assam","CACHAR","Rice","2001-02","Summer","9000.0","Hectare","12015.0","Tonnes","1.335"
"Assam","CACHAR","Rice","2001-02","Winter","84093.0","Hectare","193910.0","Tonnes","2.3058994208792645"
"Assam","CACHAR","Rice","2002-03","Autumn","9010.0","Hectare","17300.0","Tonnes","1.9200887902330743"
"Assam","CACHAR","Rice","2002-03","Summer","9110.0","Hectare","15943.0","Tonnes","1.7500548847420416"
"Assam","CACHAR","Rice","2002-03","Winter","87000.0","Hectare","186815.0","Tonnes","2.1472988505747126"
"Assam","CACHAR","Rice","2003-04","Autumn","9250.0","Hectare","18799.0","Tonnes","2.0323243243243243"
"Assam","CACHAR","Rice","2003-04","Summer","9865.0","Hectare","0.0","Tonnes","0.0"
